Organization,Raw Grade Code,Normalized Grade Family,Normalized Seniority Tier,International / National / Local,Staff / Consultant / Contractor / Other,Approximate UN Equivalent,Approximate Experience Range,Typical Role Scope,Supervisory Expectations,Notes / Caveats,Confidence Level,Evidence Type
United Nations Careers,NPOC,UN National Professional,T3_MID_PROFESSIONAL,National / Local,Staff,~P-3,5-7 years,Experienced national professional managing workstreams,May supervise assistants/consultants,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent. Added National Officer grade variant; functional national-professional mapping only.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NO.C,UN National Professional,T3_MID_PROFESSIONAL,National / Local,Staff,~P-3,5-7 years,Experienced national professional managing workstreams,May supervise assistants/consultants,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NOD,UN National Professional,T4_SENIOR_PROFESSIONAL,National / Local,Staff,~P-4,7-10+ years,Senior national officer / technical lead,Often supervises staff/partners,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NO D,UN National Professional,T4_SENIOR_PROFESSIONAL,National / Local,Staff,~P-4,7-10+ years,Senior national officer / technical lead,Often supervises staff/partners,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NPO-D,UN National Professional,T4_SENIOR_PROFESSIONAL,National / Local,Staff,~P-4,7-10+ years,Senior national officer / technical lead,Often supervises staff/partners,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent. Added National Officer grade variant; functional national-professional mapping only.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NPOD,UN National Professional,T4_SENIOR_PROFESSIONAL,National / Local,Staff,~P-4,7-10+ years,Senior national officer / technical lead,Often supervises staff/partners,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent. Added National Officer grade variant; functional national-professional mapping only.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,NO.D,UN National Professional,T4_SENIOR_PROFESSIONAL,National / Local,Staff,~P-4,7-10+ years,Senior national officer / technical lead,Often supervises staff/partners,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. National officer mappings are functional, not mobility/salary equivalent.",HIGH,official common-system / inferred P-equivalence
United Nations Careers,G1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,G 1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,G.1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,GS-1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,GS1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,GS 1,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-1,0+ years,Routine support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,G2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,G 2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,G.2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
United Nations Careers,GS-2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,GS2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,GS 2,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-2,2+ years,Basic clerical/operational support,,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",HIGH,official common-system / same-category mapping
United Nations Careers,G3,UN General Service,T1_ENTRY_SUPPORT,Local,Staff,G-3,3+ years,Administrative/operational support,,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,HIGH,official common-system / same-category mapping
